1,11582.05,572058.1,1538810
2,20140.86,524003.1,1465890
3,1670.04,536791.3,1525977
4,7529.2,510169.3,1529634
5,12356.95,570802,1512358
6,22398.67,473233,1490986
7,14402.18,580769.9,1519948
8,14202.09,570599.6,1501205
9,20917.22,510076.1,1467069
10,21810.44,583715.9,1478804
11,10254.43,566482.6,1542549
12,847.33,537078.2,1532743
13,16094.44,585344.8,1546557
14,15675.67,496878.2,1496371
15,11891.65,573612.8,1535520
16,9369.86,514039.8,1553751
17,14498.81,579220.1,1548255
18,2891.17,543824.7,1528057
19,8311.57,513214.6,1547729
20,7148.48,533904.7,1554481
21,20084.53,478800.6,1496385
22,15169.85,486504.7,1543046
23,11685.01,505756.6,1556099
24,10938.65,566224.3,1513673
25,15150.1,486092.8,1521282
26,14703.4,492322.2,1553927
27,13815.73,578612.7,1519283
28,18230.41,512960.4,1475409
29,7332.04,526861.5,1553801
30,7893.06,550312.2,1510324
31,1745.08,539086.6,1527259
32,20069.82,475162.8,1503366
33,20786.29,510179.1,1467490
34,4679.03,527922.1,1517386
35,16358.04,524194.4,1478477
36,11874.97,513185.6,1563504
37,3625.11,533197.4,1542882
38,11264.81,503643.4,1511253
39,17508.54,494556.1,1490117
40,15117.54,485431.7,1526533
41,20556.75,541893.6,1464001
42,19456.87,471751.8,1521198
43,5211.83,518300.5,1535473
44,25177.18,487947.6,1599136
45,11922.86,573688,1535759
46,17099.93,479001.7,1525387
47,20100.92,600806.1,1530829
48,15830.23,511745.5,1484557
49,16334.44,532000.9,1477564
50,7326.05,511777.4,1537908
51,14706.67,487063.7,1537929
52,20897.89,512148.7,1466373
53,4160.9,526639.4,1520176
54,19588.23,477097.6,1502829
55,18339.93,520768.4,1472574
56,16656.27,482716.1,1514613
57,28419.77,622883.1,1500316
58,17051.38,506978.3,1579633
59,22739.95,509198.8,1461008
60,24295.86,486564.3,1594569
61,23470.03,458654.8,1519545
62,8897.13,563605.4,1526100
63,22018.09,462569,1531795
64,20047.91,527286.8,1465736
65,18944.65,523447.1,1469974
66,7057.41,548631.7,1512492
67,16496.22,587342.1,1517896
68,3794.07,543850.3,1539680
69,20782.22,509600.8,1467731
70,13765.71,490744.3,1521250
71,7771.7,540294.9,1506182
72,22499.82,582812.5,1474963
73,17294.5,591592.5,1530453
74,3887.77,531005.6,1518927
75,18718.71,494902.9,1484413
76,12566.96,499608.8,1509648
77,14534.22,582478.1,1533469
78,4779.64,544279.6,1518572
79,18969.72,596509.7,1539608
80,19026.03,596418.3,1520766
81,13977.23,488963.8,1531075
82,20637.24,511007.9,1467697
83,1445.3,538073.7,1534565
84,24013.29,484873.8,1592047
85,9970.54,549355.5,1560423
86,11193.25,504629.5,1552004
87,14659.46,582109.4,1522154
88,17378.81,519930.5,1476043
89,15633.76,486753.5,1549005
90,11920.57,507447,1559034
91,21789.93,509011,1464410
92,9269.12,557249.9,1510529
93,23697.11,457716.4,1521042
94,13354.24,491029.7,1529730
95,8930.07,536375.4,1501819
96,19693.57,598109.1,1544290
97,10161.87,512046.9,1555434
98,21006.8,602846.6,1519793
99,2212.75,541722.8,1533404
100,9823.72,518670.4,1558993
101,20972.21,602767.7,1520012
102,21381.61,509903.7,1465503
103,14003.08,580175.3,1523583
104,2339,537699.6,1523975
105,7435.23,540562.4,1554818
106,23131.47,459380.4,1522749
107,9078.7,563818.6,1524182
108,13289.55,491637.6,1537114
109,18275.7,593862.9,1520445
110,2460.37,542849.4,1532095
111,8359.61,550295.3,1553764
112,4913.53,527922.8,1545666
113,12866.76,496964.6,1549778
114,12921.45,493209.9,1539209
115,11381.91,513492.4,1500441
116,14747.54,579549.8,1549627
117,20720.67,512334.8,1466924
118,18662.69,475699.2,1547046
119,20670.21,537051.9,1463295
120,9881.52,558460.4,1553316
121,19856.58,486835.9,1487020
122,21249.6,466612.6,1516633
123,6395.08,532907.1,1551997
124,24917.13,453935.8,1519158
125,20159.7,600741.5,1525260
126,16437.65,481411.3,1523608
127,17818.29,593073.6,1536408
128,15941.77,519836.7,1480974
129,1304.99,537140.4,1527487
130,13637.23,576171.7,1548260
131,9971.37,512117.4,1554652
