8012,328,13294,106096,7,-1,1
11883,329,872,7487,2,60,0
13721,330,1573,4009,3,7,0
5176,331,1788,20408,4,28,0
1933,332,1147,4173,3,12,0
3517,333,1614,8818,4,19,1
9106,334,2194,13174,3,0,0
10551,335,1868,11575,4,10,0
11764,336,856,11148,3,64,0
1938,337,1128,8853,3,29,0
12513,338,2217,12619,4,0,0
2693,339,1202,5806,3,12,0
12192,340,3354,50422,5,-1,0
12669,341,1203,2880,4,5,0
13048,342,3003,8400,4,0,1
6658,343,1796,9630,2,14,0
7828,344,2266,8739,4,11,1
2721,345,3383,8720,4,5,1
5466,346,2092,1317,3,1,0
3279,347,1973,12622,4,5,1
12473,348,3050,10301,4,4,1
7703,349,1040,8696,3,25,0
1937,350,2737,8011,5,0,0
5091,351,2260,9489,4,8,0
8519,352,2088,5901,4,10,1
7717,353,1880,9958,3,39,0
6556,354,2173,15789,4,1,0
7489,355,1632,6880,3,0,0
1242,356,2948,8730,4,0,0
14595,357,2224,12634,4,0,1
10725,358,4086,46278,5,0,1
2921,359,1077,10925,3,21,0
2396,360,1206,4767,3,5,0
1955,361,1277,13500,3,23,0
13453,362,1710,7018,3,0,0
8042,363,1363,6764,3,17,0
3150,364,1642,7594,3,13,1
13054,365,1631,10377,3,7,0
10010,366,3735,11954,5,0,1
1245,367,1962,8550,3,9,0
11501,368,2951,12564,4,2,0
9539,369,768,6001,2,41,0
12634,370,1050,6770,3,27,0
13869,371,1279,11150,3,0,0
2068,372,1641,8613,3,39,0
5948,373,1848,5763,4,0,0
8409,374,3267,13830,4,0,0
7118,375,1412,8901,4,0,0
5584,376,1034,5551,3,10,0
12495,377,2227,4461,3,0,0
12969,378,1514,5512,3,10,0
3943,379,1746,10343,4,0,0
3751,380,2050,11375,3,11,0
11401,381,1823,5500,3,0,0
12239,382,3135,10557,4,6,1
11663,383,2833,8282,4,3,1
1100,384,2208,8880,4,2,1
14539,385,1298,7550,3,16,0
4673,386,1437,11575,4,38,0
6597,387,1823,5501,3,0,0
1781,388,1520,14376,3,15,0
8811,389,4127,20099,5,1,0
2013,390,2182,14530,4,13,0
988,391,2716,6751,5,0,0
1129,392,1316,6935,3,0,0
4605,393,1116,5173,2,16,0
2384,394,1796,8608,3,9,1
9237,395,1955,14024,5,43,1
9203,396,1825,5903,3,8,0
7432,397,946,7409,2,44,0
8208,398,1419,6564,3,1,0
14243,399,1591,5687,3,0,0
9587,400,1220,6129,3,4,0
7515,401,935,7141,3,50,0
2504,402,2409,9595,3,24,1
11453,403,1524,9180,3,25,1
7853,404,2159,6130,4,0,0
12759,405,3248,19490,4,8,1
9348,406,1356,6753,3,44,0
7209,407,1452,1744,3,0,0
11003,408,1929,9660,4,0,0
14048,409,1322,6304,3,16,0
9315,410,1144,7260,3,19,0
8482,411,3042,8320,5,1,0
1495,412,1426,8060,3,26,0
3814,413,2090,8050,4,0,0
5563,414,1810,45067,4,1,0
11723,415,1350,8440,3,8,0
10066,416,2427,7267,4,0,0
14460,417,1868,5383,4,3,0
32,418,2835,9013,4,0,0
3533,419,1345,5366,3,0,0
12168,420,1317,17900,3,39,1
11406,421,1540,8002,3,8,0
4346,422,1209,5019,3,19,0
9047,423,1085,4002,3,11,0
6832,424,1483,7038,3,0,0
8808,425,1587,7510,3,7,0
7261,426,1498,7348,3,16,0
10220,427,1285,4748,3,19,0
10297,428,1749,7602,4,0,0
7977,429,1575,7391,3,24,0
9227,430,1427,7594,3,19,0
8855,431,2616,14624,4,16,1
944,432,2762,15869,5,1,0
3396,433,1021,9080,3,36,0
13794,434,2954,47461,5,12,1
5298,435,1566,7945,3,0,0
5857,436,3374,43555,5,5,1
13496,437,2162,5500,3,0,1
12407,438,2970,9750,4,0,0
6528,439,2088,9373,4,10,1
9231,440,1614,6039,3,9,0
2253,441,1640,6321,4,6,0
4750,442,3810,14021,5,5,1
11359,443,2281,12556,4,18,1
3768,444,1014,7900,3,18,0
4932,445,1250,8011,3,31,0
14625,446,3458,9363,4,1,0
5500,447,2242,10812,4,34,1
6164,448,1318,9277,3,16,0
3770,449,2788,14008,4,0,0
10359,450,2325,6600,4,0,1
9357,451,2091,12584,5,55,0
3162,452,1599,7381,3,9,1
1235,453,2002,8626,4,3,0
8096,454,1934,9271,4,0,0
1696,455,3042,9431,5,0,0
3081,456,1548,10491,3,38,0
14537,457,1654,8351,3,12,0
3498,458,2510,8091,4,0,0
5890,459,2145,8398,4,6,0
7788,460,2223,7129,5,0,1
9568,461,2451,16176,3,16,1
7825,462,3046,31172,4,13,1
11638,463,2790,11235,4,6,1
5292,464,1488,8102,3,8,1
2949,465,2873,212018,4,7,0
1927,466,1816,6880,3,0,0
9170,467,2834,6058,4,0,0
13683,468,1417,7968,3,14,0
7579,469,990,8253,2,20,0
514,470,1200,12003,3,48,0
12816,471,1949,10258,3,10,1
381,472,1014,13500,2,51,0
5578,473,3210,15982,5,19,1
12446,474,2053,10750,3,16,0
10196,475,1466,7231,4,32,0
13349,476,1521,7499,3,30,0
10719,477,1375,8704,3,34,1
10460,478,1956,7199,4,7,1
12657,479,3815,19279,5,0,1
2327,480,2175,11099,4,9,0
2713,481,1642,8248,3,0,0
11982,482,1080,9268,3,33,0
12289,483,1256,3240,3,0,0
5643,484,1422,9948,3,14,0
11515,485,1450,7032,3,41,0
3390,486,1666,212657,3,15,0
6672,487,2984,9023,4,0,0
2421,488,1487,5747,3,0,0
1750,489,1778,6014,4,5,1
1861,490,2883,8624,4,10,1
14326,491,1620,30001,3,29,0
14010,492,1764,1340,2,23,0
12085,493,1874,12727,3,0,0
10079,494,3420,18433,4,9,1
2540,495,1030,7698,3,7,0
12897,496,2214,7582,3,0,0
11965,497,3788,8326,4,7,0
5092,498,2302,5287,4,0,0
10846,499,1357,8458,2,30,0
7418,500,3083,10625,5,0,0
6418,501,1942,6994,3,0,0
2920,502,2591,11562,5,3,1
13590,503,2401,12854,3,3,0
12560,504,2042,16075,4,15,1
3072,505,1350,5722,3,2,0
4794,506,2893,35554,3,22,0
12808,507,1462,9180,3,13,0
11092,508,2225,12619,3,26,0
3601,509,2563,5824,4,0,0
6365,510,1164,6077,3,0,1
6916,511,1483,1699,3,0,0
10987,512,1954,10000,4,13,1
12185,513,1988,6676,4,7,0
12430,514,1332,5205,3,12,0
6065,515,2428,5797,4,0,0
14997,516,1462,5579,3,0,0
3901,517,1440,3450,3,4,0
13835,518,1539,57684,3,27,0
6880,519,1646,9295,4,13,1
12666,520,2720,9720,4,0,0
2556,521,1873,13764,3,0,0
1194,522,1990,7250,4,0,0
5134,523,2509,6721,3,15,0
1607,524,3331,9095,4,0,0
14941,525,2596,12039,2,13,0
4273,526,1647,8604,4,38,0
12805,527,1701,15275,3,31,0
11038,528,4693,25720,4,1,1
6768,529,2090,6603,4,2,0
2312,530,1888,6308,3,0,0
14977,531,2822,10885,4,0,0
887,532,2141,11051,4,14,0
7253,533,1216,1963,3,15,0
9762,534,1162,9526,2,16,0
11225,535,1434,7612,3,30,0
4639,536,3095,9629,5,0,1
12114,537,1127,8423,2,51,0
1875,538,1630,18211,3,7,0
9408,539,2212,7986,4,13,0
7789,540,1374,8064,3,36,0
13997,541,912,7432,3,41,0
3513,542,1232,9876,3,18,0
12387,543,1842,5169,3,0,0
10331,544,1886,7381,4,2,0
6667,545,1583,7125,3,3,0
2121,546,1774,8251,4,38,1
4010,547,1266,8135,2,45,0
2806,548,2183,38931,3,15,0
4945,549,1094,5727,3,12,0
2172,550,1011,12209,2,33,0
1986,551,1145,14052,3,18,0
428,552,1158,6116,3,13,0
6115,553,1520,8001,3,28,0
11256,554,1574,10801,3,0,0
1993,555,3361,11728,5,0,1
4239,556,907,9000,2,41,0
11922,557,2793,35496,4,8,1
8767,558,1642,11150,3,21,1
961,559,1515,8247,3,0,0
12738,560,1602,12381,3,23,0
7968,561,987,3488,3,6,0
2744,562,2335,7386,4,0,1
994,563,1542,11899,3,39,0
11716,564,2181,8612,4,8,1
3608,565,1279,7113,2,11,0
8564,566,2570,8609,4,0,0
10172,567,2024,6780,3,0,0
11992,568,1130,4402,3,7,0
10729,569,1458,3130,3,5,0
6660,570,1789,10024,3,43,0
11548,571,3194,9558,4,14,1
13020,572,1874,8224,3,0,0
10589,573,1714,6494,3,5,0
9914,574,1769,10799,4,0,0
9445,575,1778,6909,3,19,0
3309,576,3470,13193,5,0,0
3870,577,1361,4400,3,1,0
5915,578,1691,7350,3,39,0
1983,579,1608,6325,3,1,0
5931,580,1747,5515,3,2,0
8190,581,1345,7000,3,34,0
9684,582,2514,14028,3,20,0
5409,583,1521,10500,3,15,0
8836,584,1160,6748,2,57,0
9026,585,1288,5498,3,6,0
13238,586,2698,41094,3,54,0
5947,587,2686,8050,4,0,1
3792,588,794,6999,2,17,0
3226,589,1559,7099,3,6,0
1115,590,1340,8967,3,18,0
10652,591,2409,5699,4,5,0
13673,592,851,7057,2,25,0
12242,593,1780,9038,3,45,0
8173,594,1268,7371,2,19,0
9509,595,2229,5627,4,1,0
13380,596,2160,10411,4,0,0
398,597,1607,5609,3,12,1
8652,598,1659,10719,3,17,1
7633,599,1208,4117,3,10,0
1691,600,1130,3975,3,7,0
3700,601,1826,6250,3,6,1
9769,602,2514,8652,4,14,0
9574,603,2299,10625,4,8,0
3714,604,2600,8259,4,7,1
3373,605,1173,8004,3,46,0
8965,606,1858,13090,4,0,0
7901,607,1130,4707,3,7,0
11507,608,1219,15023,3,11,0
9833,609,1275,1814,2,0,0
6511,610,1294,7148,3,23,0
3255,611,1812,10647,3,15,0
2629,612,1852,12667,4,18,0
12437,613,3956,8090,4,5,1
2922,614,1495,5980,3,9,0
13928,615,1284,7380,2,10,0
1584,616,2055,3537,3,0,0
2941,617,1526,9710,3,9,0
9772,618,1807,10790,3,21,0
2702,619,1546,7500,3,15,0
13592,620,1460,3661,3,4,0
8687,621,1362,8624,3,6,0
5282,622,976,10373,2,33,0
6706,623,1172,2454,2,12,0
12450,624,2752,5818,5,2,1
3569,625,1861,2919,3,0,0
12039,626,1220,9815,3,6,0
5638,627,2730,8986,4,0,0
7057,628,1850,6744,3,16,0
11231,629,2035,7623,4,7,1
12054,630,1319,7509,3,14,0
14059,631,947,8024,2,25,0
7383,632,1272,9240,3,35,0
7686,633,1210,4085,3,6,0
9576,634,1719,16456,2,10,0
11714,635,1697,6022,4,4,1
14207,636,1907,16103,3,41,0
13949,637,1837,5250,3,0,0
12167,638,5209,10023,6,2,0
4799,639,1266,7911,3,15,0
14798,640,2463,11366,4,0,1
9870,641,1802,5253,4,2,1
11846,642,3925,24987,5,9,1
2498,643,1372,4400,3,0,0
9065,644,1088,6860,3,10,0
2909,645,2354,9368,4,7,0
7110,646,1410,8939,3,5,0
14470,647,3908,12597,4,0,1
1183,648,3620,11923,5,0,1
2856,649,1260,32568,3,12,1
9085,650,2082,8207,3,0,0
6256,651,1132,6500,3,27,0
9381,652,1600,9335,3,0,0
2157,653,1403,14672,3,66,0
402,654,1170,5752,3,0,0
6811,655,2154,8289,4,0,0
10226,656,2311,9507,5,25,1
13672,657,2381,12806,3,13,1
1837,658,1861,6489,4,0,1
14510,659,2216,10196,4,0,0
1228,660,4068,57260,6,11,1
7722,661,1728,5803,3,5,1
11306,662,2917,11438,4,3,1
7591,663,1500,6264,3,15,0
5956,664,1170,7019,3,21,0
7743,665,1470,10246,3,22,0
1238,666,1213,6900,3,0,0
12004,667,2832,29068,5,19,1
9609,668,3023,15300,4,0,0
8333,669,2109,6915,3,0,0
14137,670,928,6601,2,32,0
1961,671,3416,16055,5,3,1
14174,672,1703,5250,4,11,0
3012,673,1356,6500,3,33,0
7094,674,3196,14519,4,14,1
10191,675,2683,15971,3,35,1
5696,676,1370,2002,3,7,0
8508,677,1782,8095,4,0,0
7834,678,1861,4401,3,1,0
6642,679,3476,8460,5,0,0
2027,680,1446,102657,2,19,0
1337,681,3134,10101,5,21,0
10986,682,1200,6866,3,44,0
12881,683,2414,9999,4,0,1
12901,684,1952,5413,3,3,0
1186,685,2740,8474,4,0,0
12905,686,3153,13650,4,3,1
4298,687,1248,10051,3,29,0
8456,688,2389,7040,4,2,0
6413,689,1931,6038,4,0,0
12981,690,2808,22400,4,14,1
2684,691,2820,5767,4,0,1
675,692,2198,11552,4,0,0
7965,693,2389,9998,3,0,0
13469,694,2005,10000,4,0,0
4142,695,1882,14962,3,39,0
8562,696,1853,10197,4,0,0
2705,697,2443,8696,4,4,1
11497,698,1858,5327,4,2,0
9143,699,1479,10450,3,17,0
10302,700,1452,5781,4,36,0
10272,701,1815,5500,4,0,0
11836,702,1432,30792,2,22,0
5740,703,1927,8243,4,19,1
10541,704,901,7150,2,31,0
13235,705,1908,6770,3,2,0
1815,706,1864,11738,4,16,0
5752,707,1821,6000,4,0,0
6988,708,2110,7540,4,0,0
14829,709,1601,5005,3,12,0
2569,710,2321,8001,4,13,0
11732,711,1706,13635,3,46,0
6690,712,1306,2084,3,1,0
9850,713,2861,22334,4,7,1
12546,714,1552,10978,4,7,0
6348,715,2149,16783,4,14,1
11430,716,1936,7500,4,14,0
5467,717,1698,12824,3,8,0
947,718,1898,8569,3,4,0
5747,719,2252,10719,4,18,1
533,720,10796,86488,6,2,1
14348,721,1818,6293,4,6,1
1502,722,1699,8335,3,3,0
5223,723,1044,4213,2,52,0
1191,724,1092,15723,3,64,0
11737,725,1478,9116,4,18,0
1126,726,1712,11511,3,20,0
881,727,2561,11156,4,3,1
14087,728,2212,8175,4,12,1
14162,729,8844,25467,5,6,1
10631,730,2614,5750,4,0,0
11849,731,1971,9127,4,32,0
9797,732,2346,7353,4,11,0
7927,733,2572,11052,4,16,1
1334,734,2550,10261,3,20,1
5549,735,1587,13425,3,44,1
14353,736,2667,12294,3,31,0
8952,737,2682,10435,5,1,0
7672,738,2219,10193,4,1,1
14637,739,1794,9669,2,27,0
4863,740,2556,10486,3,36,0
9681,741,1456,8355,4,28,0
2382,742,1311,7602,3,42,0
356,743,3495,10910,4,37,1
5481,744,2552,12107,4,8,0
10336,745,1635,5510,3,13,0
6666,746,1178,3989,3,6,0
14566,747,2887,12648,4,0,1
6596,748,1450,11788,3,32,0
14213,749,1645,6432,3,0,0
8801,750,1211,10262,3,36,0
6163,751,2040,8178,4,4,0
12458,752,1926,6000,3,0,0
5404,753,1288,7895,3,22,0
5108,754,2365,8548,4,3,0
12755,755,2580,7875,4,6,1
9779,756,899,3922,2,5,0
6374,757,2614,8208,4,0,0
9967,758,912,7276,3,17,0
6508,759,2208,7128,4,0,1
2380,760,2045,6497,4,0,0
4621,761,1441,8063,3,8,0
7327,762,1128,5963,3,0,0
9398,763,1583,7000,3,9,1
2819,764,1788,11469,4,24,0
11675,765,1180,5002,3,5,0
939,766,1240,3000,2,18,0
3754,767,1779,7069,3,0,0
3147,768,1448,11801,4,19,0
6330,769,1737,10980,3,33,0
11679,770,3975,9940,4,6,1
7955,771,1038,4000,3,7,0
117,772,3486,15151,4,0,0
3646,773,1641,5500,3,0,0
10676,774,1835,5227,3,8,1
3101,775,2757,8389,4,1,0
12784,776,1197,5446,3,14,0
4818,777,2712,5545,4,1,0
12948,778,1812,4600,3,0,0
4809,779,1814,7918,3,47,0
10175,780,2142,9208,4,0,0
6831,781,1320,10583,3,28,0
9024,782,1798,11946,3,18,0
6565,783,3739,7470,3,4,1
4090,784,1503,5721,3,12,0
11843,785,2890,9466,6,0,0
13451,786,2465,8625,4,4,1
11907,787,1631,8411,4,6,0
6174,788,2120,8084,4,7,1
1298,789,1200,10472,2,25,0
1973,790,1659,13604,3,15,0
11058,791,1521,6338,3,5,0
4717,792,1661,5563,3,6,0
4139,793,1879,10164,3,33,0
14051,794,1561,5381,3,10,0
7644,795,912,8530,3,43,0
14605,796,1808,5787,4,0,0
8693,797,1657,5924,3,6,0
7525,798,2078,4400,3,0,1
12072,799,1822,4941,3,4,1
6266,800,2166,6866,3,0,0
726,801,1374,14185,3,19,0
5804,802,2423,9164,4,4,0
14324,803,1303,11020,2,33,0
2016,804,1900,7091,3,19,0
11123,805,1312,2084,3,1,0
4500,806,1403,28105,3,6,1
12096,807,2482,8150,4,3,1
10043,808,1415,11250,3,2,0
4055,809,889,7497,2,37,0
1237,810,1531,9269,3,13,0
2263,811,2129,7097,3,5,0
13751,812,953,9314,3,48,0
93,813,1096,1800,2,12,0
10823,814,3445,10687,4,16,1
1256,815,1503,5721,3,15,0
9599,816,1462,11684,4,14,0
6786,817,2126,10000,4,23,0
6423,818,1927,34880,4,20,0
12400,819,1596,7561,4,10,0
3009,820,2224,5742,4,0,0
10355,821,2318,4187,3,39,0
9650,822,2817,9502,4,0,1
12419,823,1202,12878,3,29,0
13527,824,2774,7200,4,0,0
11759,825,1545,6288,3,14,0
14583,826,1064,4445,3,0,0
14032,827,2440,9892,3,10,1
