Price,Year,Home_size,Parcel_size,Beds,Age,Pool,X_coord,Y_coord,cbd_dist
114.089,2001,1420,6439,3,2,0,564785.3,1508388,11451.26
114.108,2003,1330,10019,3,44,0,557495.1,1528210,6959.85
114.113,2000,1581,10084,4,1,0,545793.9,1494982,11499.72
114.123,2002,1334,4285,3,6,0,571678.0,1532882,11238.65
114.134,2001,1304,5769,2,10,0,511794.0,1479487,17221.6
114.145,2000,1893,6014,4,0,0,602411.8,1553289,21671.81
114.181,2000,1936,11130,4,7,0,567441.9,1510209,11797.47
114.19,2004,1112,6667,3,24,0,521440.9,1508443,8019.32
114.271,2004,1432,8257,3,28,0,513476.0,1548851,8462.86
114.333,2004,1478,9871,3,14,0,501589.8,1536801,10278.1
114.343,2000,1985,24493,4,19,0,542415.4,1489410,12910.31
114.367,2004,1686,11049,3,5,1,504651.7,1540543,9636.97
114.42,2003,1295,10085,3,17,0,501115.0,1545606,11185.45
114.421,2001,1457,8440,3,7,0,574821.4,1535550,12260.23
114.431,2003,1544,5006,3,15,0,520977.4,1479746,16206.39
114.436,2002,1353,13310,3,33,0,485336.0,1543455,15545.46
114.45,2003,1272,5963,3,4,0,579968.3,1530165,13754.48
114.453,2000,1963,11443,4,26,0,549783.1,1509600,7977.89
114.458,2004,1430,12218,3,20,0,492147.0,1538177,13184.96
114.47,2004,1081,8624,3,26,0,562818.9,1531859,8529.33
114.477,2001,1536,8253,3,0,0,461304.8,1538713,22524.65
114.491,2003,1475,12710,3,17,0,500629.2,1543175,11053.4
114.499,2002,1599,12350,3,0,0,473035.4,1531582,18831.13
114.515,2003,1264,1700,2,0,0,592266.3,1535466,17549.25
114.526,2002,1264,6108,3,0,0,613507.7,1538109,24065.89
114.574,2001,1354,13765,3,10,0,527123.7,1478038,16336.19
114.576,2001,1874,5500,4,0,0,470318.5,1534913,19692.73
114.584,2002,1873,10517,3,20,0,514789.3,1482695,15963.02
114.61,2004,1850,7512,3,20,0,525633.8,1473550,17757.35
114.654,2004,1249,5412,3,7,0,498898.6,1568055,15707.09
114.675,2005,904,7000,3,25,0,600406.9,1545694,20468.14
114.68,2002,1303,10164,3,6,0,600110.0,1546976,20468.6
114.683,2004,1265,6325,3,0,0,561527.2,1533690,8170.86
114.752,2002,2030,42598,5,30,0,505756.6,1553546,11193.42
114.772,2001,1476,5209,3,10,0,498572.0,1573236,16939.48
114.776,2002,1599,5520,3,0,0,472434.4,1531702,19014.57
114.792,2001,1482,6061,3,0,0,584062.3,1516097,15679.93
114.795,2000,1587,10222,3,20,0,514642.3,1548039,8031.56
114.828,2004,1424,8641,3,23,0,505454.5,1552343,11047.74
114.836,2004,1849,9996,4,32,0,503581.7,1537940,9748.72
114.878,2002,1221,7738,3,5,0,539252.8,1500074,9548.16
114.908,2001,1449,6857,3,2,0,570659.1,1518130,11608.16
114.915,2002,1557,13936,3,42,0,533804.0,1549036,5474.85
114.921,2003,1644,9243,4,42,1,508325.1,1544221,9013.39
114.938,2001,1435,7510,3,21,0,540653.3,1522796,3088.69
114.968,2005,1156,4406,3,4,0,512928.4,1526460,6823.18
115.012,2001,1212,5772,2,13,0,482911.2,1584704,22739.05
115.03,2002,1580,10614,3,12,0,502018.6,1537097,10165.17
115.06,2001,1613,7520,3,2,0,507072.6,1554533,11070.31
115.083,2002,1448,11801,4,19,0,507508.2,1556036,11272.82
115.116,2003,1319,6330,2,13,0,524451.0,1471561,18414.38
115.124,2005,1104,3442,3,7,0,503032.8,1569654,15228.93
115.136,2000,1590,5472,3,6,0,533942.5,1475849,16836.2
115.156,2004,1241,7190,3,0,0,539065.1,1489352,12784.97
115.164,2003,1212,13006,3,18,0,494761.0,1548571,13321.06
115.185,2004,1232,9876,3,18,0,501500.8,1579835,17991.62
115.255,2000,1934,5145,3,1,0,580148.9,1515986,14554.1
115.273,2000,1868,7339,4,0,0,584136.8,1516663,15652.29
115.281,2001,1487,5000,3,17,0,520471.5,1478212,16697.95
115.321,2002,1510,18505,3,18,0,503522.4,1554932,11990.61
115.343,2003,1535,7200,3,13,0,499818.8,1567989,15498.22
115.346,2000,1979,11978,3,22,1,485787.9,1538351,15107.44
115.374,2004,1202,4441,4,5,0,585033.7,1537388,15414.55
115.379,2001,1419,6117,3,12,0,501679.3,1568874,15315.31
115.392,2003,1120,5493,3,18,0,580878.7,1551890,15393.15
115.443,2002,1158,5616,3,6,0,600569.9,1553082,21119.21
115.448,2003,1241,6501,3,19,0,519820.4,1479150,16476.31
115.484,2000,1436,5857,3,7,1,571453.9,1517655,11885.3
115.502,2004,1058,6497,3,34,0,532237.4,1499121,9775.37
115.534,2004,1383,4859,3,6,0,564445.7,1517432,9935.09
115.543,2003,1199,6754,3,8,0,541893.6,1464001,20556.75
115.545,2001,1410,8939,3,5,0,580107.4,1552424,15247.81
115.55,2001,1600,5248,3,8,0,529210.2,1476994,16574.11
115.551,2002,1456,10797,3,9,0,509035.1,1558084,11376.1
115.577,2002,1489,2340,3,2,0,535402.8,1463437,20616.66
115.58,2003,1326,6051,3,16,0,537281.3,1469739,18710.62
115.638,2003,1279,8899,3,3,0,500453.3,1541960,10986.82
115.642,2004,1715,7491,3,45,1,510912.3,1547509,8839.92
115.649,2001,1328,5250,3,8,0,579656.0,1540793,13971.65
115.693,2000,2142,6630,4,0,0,489045.1,1587456,22125.95
115.747,2000,1848,5763,4,0,0,602838.4,1552718,21741.95
115.761,2004,1248,8799,3,35,0,503842.7,1540508,9869.37
115.832,2004,1173,8339,3,5,0,498833.8,1572624,16746.27
115.844,2002,2741,12986,3,16,0,565083.7,1552250,11246.17
115.845,2004,1292,7230,3,27,0,578506.9,1545839,14043.92
115.863,2003,1480,11050,3,15,0,502314.4,1584249,18986.15
115.911,2002,1365,11050,3,25,0,567685.7,1548654,11348.87
115.92,2001,1266,5250,3,8,0,528604.3,1477253,16516.38
115.924,2003,1477,9607,3,43,0,526419.2,1555165,7768.72
115.954,2004,1066,10870,3,23,0,484784.4,1545806,15895.54
115.96,2005,968,6480,2,18,0,504007.7,1530202,9395.43
115.994,2003,1440,8756,3,32,0,582405.1,1533469,14512.0
116.017,2001,1476,7537,3,16,0,575618.2,1547878,13436.83
116.019,2003,1563,7475,3,20,0,562500.9,1548200,9909.45
116.029,2000,1884,6820,4,0,0,491681.0,1589252,22065.39
116.031,2001,1887,7998,3,17,0,536864.1,1471349,18215.6
116.047,2004,1098,6001,2,34,0,567444.9,1545599,10873.87
116.05,2005,1261,10501,3,34,0,498542.6,1546401,12002.31
116.073,2003,1371,5452,3,6,0,469069.0,1532281,20042.34
116.076,2001,1361,4960,3,0,0,563511.3,1531741,8739.54
116.085,2001,1524,15943,3,21,0,583660.3,1540762,15165.15
116.098,2000,1342,6063,3,7,1,569531.8,1508773,12570.9
116.099,2004,1284,6271,3,9,0,494167.1,1583542,20221.43
116.206,2003,1478,8899,3,8,0,500453.5,1542040,10994.15
116.215,2001,1372,4400,4,0,0,457643.8,1519768,23767.03
116.223,2003,7093,21874,5,-1,1,481367.4,1504938,18137.08
116.227,2003,1132,9935,3,16,0,499243.4,1531029,10845.77
116.29,2004,1404,7705,3,22,1,516097.9,1502846,10329.46
116.334,2003,1197,6242,3,7,0,504039.0,1547379,10615.01
116.344,2000,1514,6635,3,7,0,583840.1,1517741,15475.96
116.349,2000,1667,9361,4,14,0,521270.0,1475282,17501.95
116.356,2002,1657,5496,3,3,0,505306.9,1561061,12818.22
116.388,2000,1874,8379,4,0,0,505829.0,1560759,12641.14
116.405,2002,1605,10002,3,13,0,496752.4,1580254,18946.87
116.419,2001,1425,5543,3,13,0,519714.6,1479287,16445.09
116.459,2004,1275,1814,2,0,0,491114.9,1549532,14457.44
116.503,2004,1026,2002,2,9,0,538629.8,1462482,20938.98
116.516,2001,1340,5881,2,33,0,538224.0,1561653,9367.2
116.54,2002,1618,11193,3,15,0,496467.1,1538916,11931.26
116.552,2002,1623,14360,3,16,0,499545.0,1569169,15817.66
116.557,2004,1086,6975,3,48,0,529178.0,1552040,6609.92
116.594,2000,1734,10935,4,18,1,507871.4,1555769,11136.28
116.616,2003,1435,9998,3,0,0,635799.0,1518024,31019.8
116.629,2001,670,6850,1,72,0,540251.4,1533083,1757.38
116.711,2003,1382,6406,3,22,0,566186.2,1512987,11031.61
116.727,2001,1372,4400,3,0,0,457645.9,1519531,23777.57
116.746,2001,1432,5409,3,4,0,581240.1,1515944,14873.9
116.747,2001,1093,2875,2,0,0,609513.7,1519271,23037.51
116.75,2000,1712,10173,3,14,0,511947.5,1554556,9986.46
116.777,2003,1158,4000,3,0,0,579268.6,1527482,13583.09
116.791,2000,1196,5046,3,7,0,573614.0,1533614,11840.24
116.805,2003,1553,13382,3,13,0,504605.9,1548307,10599.12
116.809,2002,1209,8864,3,11,0,528415.5,1475270,17124.29
116.83,2002,1118,5926,2,21,0,560931.8,1519325,8722.83
116.831,2004,1204,5896,3,18,0,500035.5,1569907,15882.99
116.833,2005,1406,10412,3,20,0,487090.9,1552597,15954.73
116.834,2001,1490,9750,3,10,1,501486.8,1544385,10938.72
116.845,2002,1418,7230,3,0,0,571137.4,1518851,11673.28
116.855,2001,1500,6264,3,15,0,566340.6,1521634,10022.95
116.871,2003,1542,10764,3,16,0,502963.2,1554063,11969.08
116.878,2000,1929,13073,3,18,0,513478.9,1483209,15976.96
116.895,2001,1238,7786,3,16,0,522969.0,1475856,17216.04
116.903,2001,1546,6537,3,5,0,498355.7,1538834,11360.07
116.921,2000,1732,10478,3,10,0,493751.9,1553695,14286.93
116.922,2004,1490,12689,3,50,0,554695.3,1528397,6106.63
116.923,2005,1206,10780,3,46,0,563013.6,1529396,8601.15
116.924,2001,1668,5479,3,10,0,491036.0,1532289,13350.77
116.941,2000,1614,6825,3,8,0,579751.4,1541571,14053.58
116.963,2001,1558,5888,3,8,0,569522.4,1508826,12559.7
116.992,2001,1299,9101,2,49,0,546666.6,1539549,4429.88
117.012,2003,1231,5504,3,14,0,572710.3,1535504,11617.9
117.014,2004,1542,4120,3,9,0,511980.0,1556151,10333.19
117.021,2000,1375,8503,3,1,0,490925.4,1543827,13927.75
117.059,2003,1294,15136,3,25,0,568356.0,1514675,11373.25
117.061,2001,1560,9194,3,38,0,540396.2,1516171,4853.29
117.077,2004,1792,10687,3,38,0,513527.8,1541108,7173.45
117.09,2000,1612,6210,3,3,0,533617.8,1476323,16693.74
117.13,2001,1335,6270,3,1,0,593862.9,1520445,18275.7
117.16,2000,1545,5000,3,7,0,594146.6,1525110,18163.45
117.19,2000,1874,5949,4,0,1,601573.8,1553997,21498.41
117.205,2004,1219,15023,3,11,0,502531.2,1554931,12232.18
117.219,2003,1446,10905,3,10,0,501656.2,1546425,11136.42
117.231,2005,1321,11884,4,36,0,519963.1,1506552,8744.84
117.236,2001,1596,7561,4,10,0,531246.3,1476126,16785.45
117.268,2003,1512,5711,3,11,0,572565.4,1546152,12377.21
117.276,2003,1591,7875,3,17,0,499208.1,1541715,11327.61
117.285,2004,1176,8113,3,44,1,538809.6,1505056,8026.64
117.292,2002,1410,22260,3,15,0,557858.1,1538145,7335.93
117.334,2001,1412,6625,3,16,1,548274.6,1519046,5500.08
117.339,2000,1396,5251,3,9,0,521048.2,1472524,18334.84
117.35,2003,1421,6088,3,17,0,536416.0,1472520,17854.86
117.352,2000,1623,12001,3,5,0,493984.6,1542523,12925.07
117.356,2003,1629,15842,4,30,1,513444.3,1548164,8338.35
117.383,2004,1429,2340,3,4,0,535591.1,1463090,20722.97
117.439,2000,1661,7500,4,22,1,571941.5,1530178,11309.27
117.452,2000,2135,6568,4,0,0,603163.5,1552713,21835.94
117.482,2003,1268,16804,3,14,0,578627.3,1535479,13409.55
117.487,2000,1431,4954,3,0,0,563411.3,1531467,8707.4
117.492,2000,1441,11469,3,12,1,524177.8,1473935,17717.4
117.503,2002,1489,9100,3,3,0,505236.3,1560867,12791.41
117.511,2001,1325,5946,3,0,0,497370.5,1531929,11418.54
117.609,2001,1574,10801,3,0,0,503250.2,1579500,17610.5
117.628,2004,1327,8523,3,44,0,561073.1,1526568,8112.5
117.67,2004,1104,5728,2,19,0,559309.8,1534971,7549.75
117.693,2000,1164,6077,3,0,1,563488.1,1531074,8730.59
117.703,2001,1487,6035,3,0,0,593881.1,1535927,18050.81
117.747,2003,1783,9758,3,17,0,499676.9,1543654,11375.65
117.791,2000,2086,5288,3,0,0,489575.2,1586683,21841.22
117.813,2003,1472,13920,3,20,0,568161.6,1525443,10299.24
117.823,2005,1025,5916,2,19,0,576165.2,1539214,12833.29
117.841,2003,1375,8085,3,16,1,503653.2,1551688,11385.77
117.843,2002,1741,11932,3,8,0,496984.1,1549208,12785.64
117.849,2002,1420,7176,3,0,0,503556.7,1580411,17794.33
117.854,2000,1390,8465,3,25,0,529962.6,1548763,5583.76
117.885,2001,1561,7453,3,8,0,590088.0,1527865,16863.77
117.888,2002,1216,5459,3,7,0,568678.0,1508207,12448.83
117.928,2004,1132,6980,2,16,1,530677.4,1498375,10050.71
117.936,2000,1492,8101,4,34,0,552130.2,1523382,5770.03
117.938,2004,1054,7936,2,19,0,571970.1,1509185,13137.62
117.939,2001,1884,6819,4,0,0,491849.8,1589155,22011.01
117.947,2003,1324,7295,3,8,0,502148.0,1580260,17988.64
117.962,2002,1192,10460,3,22,0,535688.4,1555209,7351.34
117.967,2001,1873,6705,3,21,0,511901.3,1485010,15685.6
118.053,2002,1324,5915,3,13,1,565493.4,1532000,9345.13
118.089,2000,1934,5001,3,0,0,514331.4,1550253,8549.89
118.153,2000,888,6052,2,25,0,541754.1,1530342,2120.35
118.188,2000,2156,6013,4,0,0,505056.3,1561309,12925.79
118.192,2000,1727,12285,3,16,0,574674.9,1527342,12192.49
118.213,2003,1318,9277,3,16,0,520826.9,1477506,16877.97
118.214,2001,1746,10226,3,39,1,563676.8,1529781,8796.71
118.233,2004,1365,7525,3,31,0,513607.2,1547024,8086.49
118.235,2004,1275,1720,2,0,0,490943.5,1549636,14517.96
118.288,2001,1644,8683,4,0,0,477801.8,1585707,24059.67
118.312,2001,1542,5253,3,7,0,494183.6,1590635,21966.31
118.324,2004,1107,8498,3,24,0,522204.2,1505615,8666.06
118.325,2002,572,10456,2,76,0,539086.6,1527259,1745.08
118.355,2000,2027,10092,4,11,0,497331.3,1539577,11716.07
118.361,2001,1442,12471,3,3,1,540102.7,1467562,19425.43
118.385,2001,1704,12090,3,26,0,540913.8,1512690,5906.53
118.422,2003,1530,10160,3,18,0,504380.9,1550074,10933.63
118.481,2003,1273,6155,3,6,0,577732.8,1533845,13097.17
118.497,2000,2344,13841,4,38,1,507567.7,1543797,9165.54
118.541,2002,1746,7499,4,19,0,540309.7,1474899,17204.56
118.555,2001,1457,5284,3,0,0,543952.3,1468978,19130.46
118.579,2000,1770,9295,3,10,0,529724.4,1471942,18091.82
118.582,2004,1427,10799,3,13,0,632839.0,1520745,30027.21
118.589,2001,1441,8252,3,13,0,523940.6,1474105,17679.95
118.621,2001,1868,5206,4,0,0,585007.7,1515914,15971.75
118.626,2003,916,10496,2,12,0,530120.2,1551694,6438.13
118.689,2003,1514,5512,3,10,0,513337.1,1563604,11876.88
118.692,2004,1039,7291,3,7,0,490872.7,1531511,13396.17
118.728,2005,1186,2498,2,18,0,576064.9,1538226,12748.55
118.732,2000,2200,17516,4,0,0,603181.1,1551634,21744.23
118.751,2004,1272,7871,3,34,0,529812.0,1499607,9716.46
118.756,2000,1677,6600,3,0,0,478022.3,1587111,24309.57
118.762,2004,1138,8244,3,46,0,523297.7,1518584,5186.39
118.769,2004,1128,4138,3,4,0,565485.8,1517083,10269.66
118.775,2001,1874,5624,3,0,0,541666.0,1476127,16878.16
118.798,2000,1791,5458,3,0,0,582342.4,1530107,14478.06
118.808,2002,1264,6617,3,5,0,601435.5,1551990,21267.57
118.823,2003,1425,5502,3,21,0,566328.9,1532385,9603.68
118.832,2004,1405,8163,3,17,0,503816.7,1552050,11405.63
118.846,2001,1874,5499,3,0,0,541459.5,1475954,16922.81
118.848,2000,1917,11395,4,4,1,493549.7,1541901,13003.46
118.86,2003,1368,6542,3,0,0,579321.8,1527161,13607.52
118.872,2001,1880,7875,3,13,0,567692.1,1520390,10529.23
118.89,2003,1296,6273,3,9,0,526831.7,1477206,16601.66
118.906,2004,1391,6779,3,0,0,507941.2,1530509,8196.83
118.999,2000,1756,16141,3,13,1,500646.5,1545852,11346.2
119.004,2000,1612,14400,4,22,0,467756.9,1537168,20522.39
119.009,2000,2135,6014,3,0,0,602598.1,1553083,21706.25
119.013,2002,1240,10084,3,45,0,551075.1,1545574,6628.49
119.075,2000,1306,6791,3,12,0,513068.6,1476019,18045.46
119.079,2001,1993,9690,3,3,0,506434.0,1575250,15996.25
119.099,2000,2142,9208,4,0,0,488948.2,1587020,22042.46
119.138,2001,1631,4950,3,2,0,594163.9,1522234,18277.51
119.146,2000,1133,10113,3,30,0,540180.9,1545809,4769.02
119.159,2003,1821,5486,3,0,0,472315.1,1531856,19051.18
119.187,2000,1499,7500,3,0,0,497767.0,1539471,11580.25
119.192,2001,1489,6471,3,7,0,569514.5,1508880,12548.94
119.228,2003,1465,9240,3,41,0,533143.0,1514368,5123.61
119.231,2004,1433,8223,3,22,0,512802.0,1553070,9481.45
119.234,2004,1415,10232,3,25,0,528267.8,1554467,7396.51
119.262,2001,1642,8200,3,0,0,500613.4,1549580,11851.08
119.273,2000,1623,8242,3,0,0,499878.2,1549647,12058.21
119.29,2002,889,7497,2,37,0,544119.9,1538314,3582.75
119.33,2000,1607,10500,3,12,0,552625.0,1512005,7951.05
119.332,2001,1432,4677,4,3,0,536956.6,1463207,20696.05
119.333,2002,1277,9044,3,0,0,458675.1,1519767,23461.46
119.358,2000,1528,8928,3,4,0,598663.8,1551899,20454.73
119.36,2001,1599,5950,3,8,0,494029.6,1590680,22004.25
119.361,2003,1592,27922,2,1,0,582409.9,1537435,14623.57
119.402,2002,1524,5609,3,17,1,591112.7,1530538,17148.04
119.429,2000,1590,5007,3,1,0,513070.5,1564804,12225.6
119.485,2001,1202,5078,3,0,0,513265.1,1564600,12141.84
119.486,2000,1432,5765,3,0,0,543969.9,1469870,18862.19
119.496,2004,1208,9738,3,14,0,498819.4,1531911,10977.05
119.497,2002,920,7687,2,40,0,545998.4,1527044,3618.36
119.498,2002,1496,7845,4,16,1,498908.2,1541714,11415.11
119.5,2000,1636,6342,3,4,0,527683.3,1471715,18224.4
119.543,2000,1426,5504,3,0,0,565029.9,1508618,11470.19
119.563,2003,1635,9421,3,19,0,520982.7,1560621,9936.9
119.569,2001,1837,10000,4,14,0,632683.2,1518821,30047.34
119.631,2003,1160,7350,3,15,0,522634.4,1508384,7856.17
119.686,2000,1207,7718,3,11,0,512960.4,1475409,18230.41
119.689,2004,897,12602,3,39,0,561179.0,1525946,8178.57
119.698,2001,1885,10891,3,17,0,573657.0,1529964,11833.54
119.703,2002,1270,5720,3,10,0,580613.3,1526041,14032.88
119.705,2002,1628,11199,3,12,0,494292.3,1552688,13996.04
119.719,2000,1488,8102,3,8,1,519692.1,1476173,17359.86
119.74,2003,1422,5361,4,15,0,524465.6,1480310,15794.23
119.752,2001,1848,7658,4,0,0,584462.4,1516168,15790.31
119.76,2004,1537,13175,3,18,0,491500.7,1538711,13406.46
119.774,2002,1696,4620,3,6,0,536598.1,1465471,20003.5
119.786,2000,2107,11400,3,13,0,493370.4,1537939,12805.36
119.832,2003,1525,13707,3,32,1,582274.1,1534334,14487.71
119.841,2000,1884,6819,4,0,0,491852.9,1589408,22072.49
119.88,2002,1645,6432,3,0,0,541919.9,1476777,16691.44
119.882,2002,1450,8761,3,21,0,552852.8,1535485,5649.93
119.917,2001,1357,5393,3,8,0,494011.2,1590812,22040.47
119.962,2004,1331,8417,3,14,0,524642.5,1508673,7505.5
119.975,2002,1458,8589,3,1,0,488115.4,1587035,22208.13
119.978,2002,1587,9893,3,13,0,494602.0,1553263,13996.57
120.032,2003,1136,8719,3,15,0,514146.7,1475953,17946.04
120.067,2000,2201,10898,3,9,0,517894.6,1562581,10893.7
120.102,2003,1639,10625,3,15,0,496126.8,1539742,12085.18
120.11,2000,1605,13161,3,19,1,508374.1,1583494,17885.43
120.126,2000,1874,5661,4,0,0,602684.9,1551582,21594.84
120.139,2000,1832,7805,3,6,0,540922.8,1459717,21828.33
120.144,2004,1032,5229,2,17,1,554575.8,1521883,6637.62
120.156,2004,1632,8174,3,31,1,513214.6,1547729,8311.57
120.157,2002,1483,5625,4,1,0,541664.8,1476239,16844.07
120.17,2003,1867,8050,3,16,0,531908.6,1519463,3655.44
120.188,2002,1722,10001,3,12,0,631332.0,1520350,29583.68
120.196,2003,1483,7038,3,0,0,489527.7,1587831,22122.73
120.238,2003,1833,9997,4,16,0,499841.8,1542001,11168.31
120.254,2002,1134,7341,3,31,0,548506.0,1518356,5693.81
120.261,2000,2156,6206,4,0,0,505182.9,1561773,12999.8
120.264,2001,1975,15472,3,8,0,496857.0,1549332,12836.8
120.296,2002,1397,6300,3,0,0,571003.0,1518746,11644.81
120.302,2003,1302,6065,3,17,0,525837.7,1473881,17647.95
120.303,2001,1632,6880,3,0,0,585304.8,1516067,16045.07
120.319,2004,1027,4770,3,4,0,468955.1,1532519,20079.35
120.336,2004,1152,6647,3,8,0,529914.7,1551338,6346.8
120.353,2001,1499,8489,3,0,0,497675.8,1539225,11589.71
120.361,2000,1750,14138,3,20,0,541315.9,1497619,10390.16
120.366,2002,1584,5698,3,0,0,600580.3,1554304,21243.25
120.393,2002,1144,4320,4,4,0,574539.4,1541977,12543.31
120.4,2001,1086,8180,2,21,0,542442.1,1532279,2345.2
120.424,2000,1536,9646,3,0,0,491645.8,1546348,13957.02
120.453,2002,1222,6003,3,9,0,586880.9,1536628,15947.07
120.462,2002,1544,5718,3,11,0,500538.7,1567429,15223.49
120.488,2001,1403,28105,3,6,1,567286.7,1519590,10490.79
120.547,2003,1551,5060,3,13,0,521829.6,1480212,16003.2
120.573,2003,1310,7000,3,5,0,600160.6,1546813,20471.96
120.579,2004,1678,16987,4,39,0,529700.9,1504391,8286.5
120.644,2002,1355,8958,3,0,0,577950.8,1532843,13147.55
120.67,2002,1350,5722,3,2,0,491953.4,1587007,21471.8
120.684,2000,1220,8324,3,30,1,559705.9,1553582,10215.4
120.709,2003,1182,9181,3,37,1,560012.7,1525941,7830.37
120.734,2000,1524,7501,3,13,0,545695.1,1516729,5487.72
120.735,2004,1511,11191,3,36,0,532154.9,1499926,9532.83
120.74,2002,1552,10978,4,7,0,525847.9,1533319,2821.15
120.751,2001,2165,10000,3,32,0,522621.0,1519765,5077.35
120.778,2003,1293,8248,3,31,0,559722.5,1524641,7833.75
120.784,2000,1483,6760,3,3,0,591395.3,1525023,17332.42
120.821,2001,1382,8207,3,10,0,507010.4,1574375,15675.97
120.842,2002,1542,5718,3,11,0,500539.1,1567481,15234.93
120.848,2001,1868,5206,4,0,0,585054.1,1515891,15987.25
120.854,2001,1410,7643,4,18,0,539513.2,1474570,17282.7
120.892,2001,1025,7745,3,44,0,534862.4,1541638,3211.71
120.924,2003,1462,5579,3,0,0,605251.6,1524659,21544.8
120.931,2002,1435,5499,3,0,0,541362.8,1476770,16672.48
120.963,2001,1672,27293,4,0,0,497767.5,1538918,11543.38
120.97,2003,1552,5616,3,10,0,513522.9,1564248,12008.29
120.982,2001,1504,7501,3,19,1,525842.4,1474736,17390.59
120.983,2001,1898,5002,3,4,0,596950.9,1551095,19882.72
121.039,2001,1716,7999,3,1,0,630405.3,1517357,29418.94
121.043,2001,1605,5721,3,9,0,570993.3,1518077,11709.44
121.044,2003,1334,4676,3,4,0,562019.3,1533825,8324.09
121.054,2004,1614,2080,3,8,0,537316.7,1464661,20257.0
121.059,2000,1782,6050,3,2,0,499057.9,1538282,11119.22
121.105,2003,1500,8755,4,32,0,582478.1,1533469,14534.22
121.121,2000,1515,8247,3,0,0,499710.4,1549678,12105.71
121.127,2004,752,10444,2,34,0,529253.8,1547240,5204.23
121.135,2003,1482,6026,3,0,0,499145.7,1582691,19115.18
121.221,2000,1790,5532,4,0,0,489946.7,1586310,21681.69
121.232,2003,1465,10885,3,8,0,500778.0,1546006,11328.18
121.242,2003,1292,5235,3,7,0,578221.4,1533657,13242.26
121.249,2000,1594,5204,3,8,1,511649.0,1479694,17182.05
121.252,2001,1779,7069,3,0,0,470112.4,1535077,19758.43
121.264,2000,1829,8362,3,10,0,546937.3,1516679,5735.58
121.267,2004,1278,8558,3,45,0,551210.5,1527381,5116.04
121.274,2001,1636,9600,4,21,0,552936.7,1528673,5564.33
121.318,2004,1266,8135,2,45,0,543658.8,1534850,2921.17
121.356,2002,1379,4405,3,0,0,459131.0,1519470,23344.02
121.357,2000,2142,6466,4,0,0,505732.5,1561772,12883.81
121.363,2004,1600,8590,3,34,0,529943.1,1498379,10079.98
121.364,2000,1366,4989,3,0,0,580111.3,1550188,14971.26
121.371,2001,1248,7730,3,31,0,544349.1,1518735,4752.99
121.409,2002,1652,7359,3,10,0,504036.0,1568280,14711.39
121.42,2000,1532,7346,3,12,0,504789.0,1574112,15987.5
121.426,2002,1362,10190,3,32,0,502843.0,1507276,12153.62
121.439,2003,1310,4523,3,6,0,564339.3,1517277,9928.27
121.509,2004,1756,10496,3,45,0,528877.3,1498645,10053.37
121.513,2002,1550,10000,3,16,1,632683.5,1518696,30052.2
121.515,2003,1425,7510,3,15,0,519820.5,1502333,9886.72
121.583,2003,1487,7395,3,3,0,491849.9,1589090,21995.14
121.647,2000,1792,5499,4,0,0,564779.6,1508876,11362.87
121.652,2003,1060,7649,2,12,0,544360.0,1518206,4883.57
121.706,2002,1748,7500,3,9,0,483680.2,1580610,21692.21
121.724,2001,1544,6933,3,10,0,565020.4,1519771,9822.09
121.748,2000,1488,9185,3,9,0,519930.5,1476043,17378.81
121.759,2000,1456,10450,3,27,0,545187.8,1521514,4298.13
121.784,2004,1128,11318,2,22,0,564929.4,1542151,9768.18
121.796,2001,1639,10120,3,12,0,493809.2,1546053,13305.48
121.814,2003,1181,7372,3,12,0,599147.7,1545194,20060.64
121.815,2001,1709,4400,4,0,0,457837.3,1519620,23719.95
121.832,2001,1603,4605,3,0,0,458119.8,1518804,23671.53
121.883,2004,1693,5367,3,19,0,524670.9,1480041,15862.12
121.897,2002,1199,8878,3,16,0,530510.4,1550708,6118.9
121.908,2003,1207,6599,3,15,0,578031.9,1521101,13509.36
121.912,2004,1100,4400,3,9,0,560251.9,1509788,10105.82
121.954,2001,1919,8839,3,19,1,573965.4,1550274,13277.31
121.996,2003,1384,5145,3,5,0,536905.9,1462783,20824.69
122.002,2003,1717,20816,3,21,0,557247.2,1538024,7147.22
122.017,2001,1614,8337,3,0,0,629391.1,1516034,29173.81
122.052,2000,1771,7752,3,23,1,523906.2,1478785,16283.61
122.08,2003,1334,4156,3,3,0,562019.6,1533781,8322.89
122.124,2000,1511,5159,3,9,0,592896.8,1527017,17734.45
122.166,2000,1818,13688,3,0,0,602997.0,1551584,21686.1
122.185,2004,1276,10564,3,17,0,520138.1,1564885,11226.76
122.223,2001,1796,8608,3,9,1,540621.2,1460040,21722.75
122.268,2000,1438,21784,4,25,0,482166.4,1540427,16298.17
122.283,2003,1677,10064,4,26,0,502449.6,1510947,11622.35
122.296,2004,1094,5792,3,18,0,500060.8,1569857,15866.68
122.298,2005,1228,8058,2,47,0,530322.4,1554892,7379.4
122.312,2000,1442,5672,3,0,0,536703.0,1463361,20646.83
122.319,2002,1297,10890,3,18,0,572476.4,1530497,11470.25
122.367,2000,1466,9867,3,20,1,553275.6,1548418,7708.36
122.37,2003,1178,5594,3,6,0,578897.6,1532269,13430.04
122.39,2002,1450,11944,3,14,0,500137.9,1529967,10578.12
122.413,2002,1725,11178,4,19,0,495489.4,1535869,12076.71
